txn_id,date,amount,currency,description,matched_counterparty,counterparty_id,match_tier,counterparty_default_coa
106207,2021-08-23,10000.00,AUD,Transfer from NetBank,,,none,
106208,2021-08-25,-199.00,AUD,OFFICEWORKS BENTLEIGH EAS AU Card xx0338 Value Date: 24/08/2021,Officeworks,601,L1/L2,6310
106209,2021-08-31,-273.00,AUD,ASIC NetBank BPAY 17301 2296404214969 Drive lah anl rvw,ASIC,491,L1/L2,6500
106210,2021-09-17,630.00,AUD,Direct Credit 012721 ATO ATO19640421496I002,ATO direct,38,L1/L2,
106211,2021-09-25,-16.51,AUD,BUNNINGS 555000 GORDON AU Card xx0338,Bunnings,506,L1/L2,5062
106212,2021-09-29,-1650.00,AUD,Transfer To ACE Administration Services NetBank Invoice 20.0032 / 42,ACE,28,L1/L2,6500
106653,2021-10-07,9.55,AUD,Direct Credit 533982 Drive Lah Pte. L TRY DRIVE LAH PTE.,,,none,
106654,2021-10-07,-5000.00,AUD,Transfer to other Bank NetBank Attack Pack Adv,,,none,
106655,2021-10-07,50305.17,AUD,Direct Credit 533982 Drive Lah Pte. L DRIVE LAH PTE. LTD,,,none,
106656,2021-10-08,-20000.00,AUD,Transfer to other Bank NetBank Attack pack,,,none,
106657,2021-10-09,-663.00,AUD,Transfer To Edgewear Australia Pty Ltd CommBank App Attack pack,EDGE WEAR,529,L3,6103
106658,2021-10-14,-188.95,AUD,2CO.COM*GLOCKSOFT.COM 164 AMSTERDAM NL Card xx0338 AUD 188.95 Value Date: 11/10/2021,Glocksoft.com,396,L1/L2,6701
106659,2021-10-14,-5.67,AUD,International Transaction Fee Value Date: 11/10/2021,,,none,
106660,2021-10-16,-75.00,AUD,AUST POSTAL CORP MELBOURNE AU Card xx0338 Value Date: 13/10/2021,POST GORDON,321,L1/L2,5065
106661,2021-10-16,-83.32,AUD,"STONLY.COM 36, RUE CHAPT FR Card xx0338 USD 61.00 Value Date: 14/10/2021",Stonly,451,L1/L2,6701
106662,2021-10-16,-2.50,AUD,53.00.60VO.463D.151S.3R.LS 3030 3R852ZZ 3.1.24.42 16 Oct International Transaction Fee Value Date: 14/10/2021,,,none,
106663,2021-10-16,-343.00,AUD,ASIC CommBank app BPAY 1 2296404214969,ASIC,491,L1/L2,6500
106664,2021-10-19,-82.29,AUD,"STONLY.COM 36, RUE CHAPT FR Card xx0338 USD 60.90 Value Date: 17/10/2021",Stonly,451,L1/L2,6701
106665,2021-10-19,-2.47,AUD,International Transaction Fee Value Date: 17/10/2021,,,none,
106666,2021-10-20,-810.70,AUD,ADJUST GMBH BERLIN DE Card xx0338 USD 600.00 Value Date: 16/10/2021,Adjust,364,L1/L2,6701
106667,2021-10-20,-24.32,AUD,International Transaction Fee Value Date: 16/10/2021,,,none,
106668,2021-10-20,-394.57,AUD,WWW.DIGITALMATTER.COM SUBIACO AU Card xx0338 Value Date: 18/10/2021,Digital matter,65,L1/L2,5030
106669,2021-10-20,-284.19,AUD,WWW.DIGITALMATTER.COM SUBIACO AU Card xx0338 Value Date: 18/10/2021,Digital matter,65,L1/L2,5030
106670,2021-10-22,-19.20,AUD,POST ST IVES RETAIL ST ST IVES AU Card xx0338 Value Date: 19/10/2021,POST GORDON,321,L1/L2,5065
106671,2021-10-23,-100.00,AUD,Transfer To Ted CommBank App Installation training Me...,,,none,
106672,2021-11-03,-2949.32,AUD,Transfer To Digital Matter Pty Ltd NetBank INV121170,Digital matter,65,L1/L2,5030
106673,2021-11-09,-5.57,AUD,WWW.DIGITALMATTER.COM SUBIACO AU Card xx0338 Value Date: 05/11/2021,Digital matter,65,L1/L2,5030
106674,2021-11-16,-170.47,AUD,"STONLY.COM 36, RUE CHAPT FR Card xx0338 USD 124.00 Value Date: 13/11/2021",Stonly,451,L1/L2,6701
106675,2021-11-16,-5.11,AUD,International Transaction Fee Value Date: 13/11/2021,,,none,
106676,2021-11-16,-187.46,AUD,2CO.COM*GLOCKSOFT.COM 167 AMSTERDAM NL Card xx0338 AUD 187.46 Value Date: 11/11/2021,Glocksoft.com,396,L1/L2,6701
106677,2021-11-16,-5.62,AUD,International Transaction Fee Value Date: 11/11/2021,,,none,
106678,2021-11-18,-125.00,AUD,Transfer To Ted CommBank App Installation of VW trans...,,,none,
106679,2021-11-19,-822.93,AUD,ADJUST GMBH BERLIN DE Card xx0338 USD 600.00 Value Date: 16/11/2021,Adjust,364,L1/L2,6701
106680,2021-11-19,-24.69,AUD,53.00.60V O.463D.151S.3R.LS 3030 3R852ZZ 3.2.34.42 19 Nov International Transaction Fee Value Date: 16/11/2021,,,none,
106681,2021-11-23,-68.00,AUD,GUMTREE AUSTRALIA SYDNEY AU Card xx0338 Value Date: 20/11/2021,GUMTREE AUSTRALIA,542,L1/L2,6200
106682,2021-11-25,-300.00,AUD,Transfer To Ted CommBank App Installation,,,none,
106683,2021-11-27,-64.02,AUD,EG GROUP/2-14 THOMPSON RD PATTERSON LKS Card xx0338 Value Date: 25/11/2021,,,none,
106684,2021-11-27,-23.25,AUD,WOOLWORTHS/CRANBOURNE RD KARINGAL AU Card xx0338 Value Date: 25/11/2021,,,none,
106685,2021-11-29,-100.00,AUD,Transfer To Ted CommBank App Installation,,,none,
106686,2021-12-01,-150.00,AUD,Transfer To Paolo Villaflores CommBank App Key duplication,,,none,
106687,2021-12-01,-8837.00,AUD,Transfer To Digital Matter Pty Ltd CommBank App INV121560,Digital matter,65,L1/L2,5030
106688,2021-12-02,-35.00,AUD,PACK & SEND NTH RYDE MARSFIELD AU Card xx0338 Value Date: 29/11/2021,Pack & Send,117,L1/L2,5066
106689,2021-12-04,-5.70,AUD,WWW.DIGITALMATTER.COM SUBIACO AU Card xx0338 Value Date: 01/12/2021,Digital matter,65,L1/L2,5030
106690,2021-12-05,-80.00,AUD,Transfer To Ted CommBank App Installation,,,none,
106691,2021-12-08,-2475.00,AUD,Transfer To Thomson Geer Melbourne CommBank App Invoice 1000631,,,none,
106692,2021-12-08,-660.00,AUD,Transfer To Street Smart Auto Group CommBank App Invoice 371,Street Smart Auto Group,626,L1/L2,5032
106693,2021-12-11,-114.49,AUD,JETSTAR AI CJTD6T MELBOURNE AU Card xx0338 Value Date: 08/12/2021,Jetstar,407,L1/L2,6400
106694,2021-12-11,-103.26,AUD,EDREAMS BARCELONA ES Card xx0338 AUD 103.26 Value Date: 08/12/2021,EDREAMS,309,L1/L2,6400
106695,2021-12-11,-71.82,AUD,TRAVEL RESERVATION SYDNEY AU Card xx0338 Value Date: 08/12/2021,,,none,
106696,2021-12-11,-1468.57,AUD,Transfer To Shehan Dahanayaka CommBank App Shehan,,,none,
106697,2021-12-12,-90.00,AUD,Transfer To Ted CommBank App VW transporter installat...,,,none,
106698,2021-12-13,-71.50,AUD,Direct Debit 066429 Linkt Melbourne 758377263717,Linkt Melbourne,310,L1/L2,5020
106699,2021-12-14,-193.30,AUD,2CO.COM*GLOCKSOFT.COM 170 AMSTERDAM NL Card xx0338 AUD 193.30 Value Date: 11/12/2021,Glocksoft.com,396,L1/L2,6701
106700,2021-12-14,-5.80,AUD,International Transaction Fee Value Date: 11/12/2021,,,none,
106701,2021-12-14,-52.98,AUD,ET EDREAMS DUBLIN IE Card xx0338 AUD 52.98 Value Date: 08/12/2021,EDREAMS,309,L1/L2,6400
106702,2021-12-14,-440.00,AUD,53.00.60V O.463D.151S.3R.LS 3030 3R852ZZ 3.2.34.42 14 Dec Transfer To CND locksmiths and security CommBank App Invoice 0,CND Locksmith,517,L1/L2,5062
106703,2021-12-16,-174.43,AUD,"STONLY.COM 36, RUE CHAPT FR Card xx0338 USD 124.00 Value Date: 13/12/2021",Stonly,451,L1/L2,6701
106704,2021-12-16,-5.23,AUD,International Transaction Fee Value Date: 13/12/2021,,,none,
106705,2021-12-16,-178.99,AUD,SUPER CHEAP AUTO AUBURN AU Card xx0338 Value Date: 13/12/2021,,,none,
106706,2021-12-16,-270.00,AUD,Transfer To Ted CommBank App Installation,,,none,
106707,2021-12-16,-89.00,AUD,Cairns Queens Court Cairns North AU,,,none,
106708,2021-12-18,-3.78,AUD,CAIRNS REGIONAL COUN CAIRNS AU Card xx0338 Value Date: 17/12/2021,,,none,
106709,2021-12-18,1.00,AUD,Return BARGAIN CAR RENTALS HOBART AU Card xx0338 Value Date: 16/12/2021,,,none,
106710,2021-12-18,-81.00,AUD,VIRGIN AUSTR7952171842830 BRISBANE AU Card xx0338 Value Date: 16/12/2021,Virgin Australia,466,L3,6400
106711,2021-12-18,-114.50,AUD,SIX6 FILMS THORNLANDS AU Card xx0338 Value Date: 16/12/2021,Six6 Films,621,L1/L2,6103
106712,2021-12-18,-17.70,AUD,Strait on the Beach Holloways Bea AU Card xx0338 Value Date: 16/12/2021,,,none,
106713,2021-12-18,-1.00,AUD,BARGAIN CAR RENTALS HOBART AU Card xx0338 Value Date: 16/12/2021,,,none,
106714,2021-12-18,-780.00,AUD,Transfer To Ted CommBank App Installation,,,none,
106715,2021-12-19,-990.00,AUD,Transfer To CND locksmiths and security CommBank App Invoice 01939,CND Locksmith,517,L1/L2,5062
106716,2021-12-19,-330.00,AUD,Transfer To CND locksmiths and security CommBank App Invoice 01943,CND Locksmith,517,L1/L2,5062
106717,2021-12-21,-839.98,AUD,ADJUST GMBH BERLIN DE Card xx0338 USD 600.00 Value Date: 16/12/2021,Adjust,364,L1/L2,6701
106718,2021-12-21,-25.20,AUD,International Transaction Fee Value Date: 16/12/2021,,,none,
106719,2021-12-21,-25.50,AUD,Lighthouse Cafe PD Port Douglas AU Card xx0338 Value Date: 17/12/2021,,,none,
106720,2021-12-21,-63.00,AUD,Waterbar & Grill Cairns AU Card xx0338 Value Date: 17/12/2021,,,none,
106721,2021-12-21,-7.56,AUD,Aqua Cafe Cairns AU Card xx0338 Value Date: 17/12/2021,,,none,
106722,2021-12-21,-25.75,AUD,COLES EXPRESS 1755 CAIRNS AU Card xx0338 Value Date: 17/12/2021,,,none,
106723,2021-12-21,-10.30,AUD,53.00.60V O.463D.151S.3R.LS 3030 3R852ZZ 3.3.44.42 21 Dec L UNICO TRATTORIA P L TRINITY BEACH AU Card xx0338 Value Date:,,,none,
106724,2021-12-22,-17.00,AUD,DONUT KING CAIRNS AU Card xx0338 Value Date: 17/12/2021,,,none,
106725,2021-12-22,-150.00,AUD,Transfer To Paolo Villaflores CommBank App Key,,,none,
106726,2021-12-22,-170.00,AUD,Transfer To Ted CommBank App Installation,,,none,
106727,2021-12-24,-40.00,AUD,TRANSPORTFORNSW OPAL CHIPPENDALE AU Card xx0338,TRANSPORTFORNSW TAP SYDNEY AU,298,L1/L2,6400
106728,2021-12-26,-990.00,AUD,Transfer To CND locksmiths and security CommBank App Key,CND Locksmith,517,L1/L2,5062
106729,2021-12-29,-147.95,AUD,Transfer To Mister Minit Indooroopilly CommBank App Invoice INV 0089,Mister Minit,590,L1/L2,5062
106730,2021-12-29,-279.95,AUD,Transfer To Mister Minit Indooroopilly CommBank App Invoice INV 0088,Mister Minit,590,L1/L2,5062
106213,2021-12-31,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_Krvy4HKi,,,none,
106214,2022-01-04,80.00,AUD,Direct Credit 507141 Drivemate Drivemate_KsgRBEBT,,,none,
106215,2022-01-04,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_KsgQ7aJP,,,none,
106216,2022-01-05,-86.16,AUD,LINKT MELBOURNE MELBOURNE AU Card xx0338 Value Date: 02/01/2022,Linkt Melbourne,310,L1/L2,5020
106217,2022-01-05,-86.16,AUD,LINKT MELBOURNE MELBOURNE AU Card xx0338 Value Date: 02/01/2022,Linkt Melbourne,310,L1/L2,5020
106218,2022-01-06,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_KuBKNJwv,,,none,
106219,2022-01-06,57875.00,AUD,Transfer from CommBank app Eur 50k funding,,,none,
106220,2022-01-07,20000.00,AUD,Transfer From DIRK-JAN TER HORST Eur 50k from pre A,Dirk-Jan Ter Horst,268,L1/L2,6003
106221,2022-01-10,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_KuvnWRrX,,,none,
106222,2022-01-10,250.00,AUD,53.00.60VO.980D.151S.3R.LS 3030 3R852ZZ 5.1.53.42 10 Jan Direct Credit 507141 Drivemate Drivemate_KuvnYjyA,,,none,
106223,2022-01-11,-89.99,AUD,EDREAMS PRIME BARCELONA ES Card xx0338 AUD 89.99 Value Date: 08/01/2022,EDREAMS,309,L1/L2,6400
106224,2022-01-11,-53.09,AUD,WWW.DIGITALMATTER.COM SUBIACO AU Card xx0338 Value Date: 06/01/2022,Digital matter,65,L1/L2,5030
106225,2022-01-12,-125.00,AUD,Transfer To Antonypillai NetBank Jim's car detailing,Jims car detailing,90,L3,5032
106226,2022-01-12,125.00,AUD,Reversal Transfer To Antonypillai Invalid creditor account,,,none,
106227,2022-01-12,-220.00,AUD,Transfer To Double D Towing NetBank Tow Honda jazz rego 996WVZ To...,Honda,545,L1/L2,5032
106228,2022-01-12,-20.98,AUD,INFOTRACER.COM 8007911427 MA US Card xx0338 USD 14.95 Value Date: 09/01/2022,Infotracer.com,406,L1/L2,6700
106229,2022-01-12,-0.63,AUD,International Transaction Fee Value Date: 09/01/2022,,,none,
106230,2022-01-12,157000.00,AUD,Transfer from CommBank app Eur 100k funding,,,none,
106231,2022-01-13,-481.22,AUD,Transfer To ABC DEBT SERVICES PTY LTD NetBank INV-5811,,,none,
106232,2022-01-14,-218.06,AUD,2CO.COM*GLOCKSOFT.COM 172 AMSTERDAM NL Card xx0338 AUD 218.06 Value Date: 11/01/2022,Glocksoft.com,396,L1/L2,6701
106233,2022-01-14,-6.54,AUD,International Transaction Fee Value Date: 11/01/2022,,,none,
106234,2022-01-14,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_KxB9dyNL,,,none,
106235,2022-01-14,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_KxB98sJd,,,none,
106236,2022-01-15,-689.06,AUD,Transfer To Chadstone Toyota NetBank 1RP7RR,Toyota,633,L1/L2,5032
106237,2022-01-15,-125.00,AUD,Transfer To Jim's Car Detailing NetBank Invoice 43,Jims car detailing,90,L3,5032
106238,2022-01-17,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_KxYNPg1h,,,none,
106239,2022-01-17,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_KxvbrdQ5,,,none,
106240,2022-01-17,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_KxvbdYtp,,,none,
106241,2022-01-17,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_KxvbS4qW,,,none,
106242,2022-01-17,-170.54,AUD,"53.00.60V O.980D.151S.3R.LS 3030 3R852ZZ 5.2.63.42 18 Jan STONLY.COM 36, RUE CHAPT FR Card xx0338 USD 124.00 Value Date:",Stonly,451,L1/L2,6701
106243,2022-01-18,-5.12,AUD,International Transaction Fee Value Date: 13/01/2022,,,none,
106244,2022-01-18,-5.50,AUD,TECHCRUNCH EVELEIGH AU Card xx0338 Value Date: 15/01/2022,,,none,
106245,2022-01-19,-834.26,AUD,ADJUST GMBH BERLIN DE Card xx0338 USD 600.00 Value Date: 16/01/2022,Adjust,364,L1/L2,6701
106246,2022-01-19,-25.03,AUD,International Transaction Fee Value Date: 16/01/2022,,,none,
106247,2022-01-21,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_KznjVMNY,,,none,
106248,2022-01-21,-660.00,AUD,Transfer To Street Smart Auto Group NetBank Invoice #000371,Street Smart Auto Group,626,L1/L2,5032
106249,2022-01-22,-128.00,AUD,Transfer To Bayside Imports Pty Ltd NetBank install drive mate unit 468DP...,,,none,
106250,2022-01-24,120.00,AUD,Direct Credit 507141 Drivemate Drivemate_L1J9XPdN,,,none,
106251,2022-01-25,-1387.73,AUD,Twilio 6746425828212965 844-8144627 CA U Card xx0338 USD 1000.00 Value Date: 20/01/2022,Twilio,148,L1/L2,6700
106252,2022-01-25,-41.63,AUD,International Transaction Fee Value Date: 20/01/2022,,,none,
106253,2022-01-25,-13.13,AUD,SUPERBLOG.AI PAMUR IN Card xx0338 INR 700.00 Value Date: 22/01/2022,Superblog,452,L3,6701
106254,2022-01-25,-0.39,AUD,International Transaction Fee Value Date: 22/01/2022,,,none,
106255,2022-01-25,-81.88,AUD,LEMLIST PARIS FR Card xx0338 USD 59.00 Value Date: 20/01/2022,Lemlist,410,L1/L2,6700
106256,2022-01-25,-2.46,AUD,International Transaction Fee Value Date: 20/01/2022,,,none,
106257,2022-01-26,-730.00,AUD,Transfer To Ted NetBank Dylan inst+grace uninst,,,none,
106258,2022-01-27,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_L1frCro6,,,none,
106259,2022-01-27,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_L1frA53h,,,none,
106260,2022-01-28,-873.24,AUD,Transfer To ABC DEBT SERVICES PTY LTD NetBank Repo 1AI5RR,,,none,
106261,2022-01-28,-855.41,AUD,Transfer To ABC DEBT SERVICES PTY LTD NetBank Repo 1AI5RR,,,none,
106262,2022-01-28,241.56,AUD,Direct Credit 507141 disputeHAYLEYM disputeHA_L2hRJyaM,,,none,
106263,2022-01-29,-354.92,AUD,Transfer To Chadstone Toyota CommBank App 1DW8TA,Toyota,633,L1/L2,5032
106264,2022-01-29,-8551.51,AUD,Transfer To Insuret Premium Account NetBank 4pm 30/12/2021 to 4pm 30/01/2...,Insuret,86,L1/L2,
106265,2022-01-29,-5665.00,AUD,Transfer To JAMES STANLEY ALEXANDER NetBank Drive Mate Jan'22 Salary,James Stanley,552,L1/L2,6000
106266,2022-01-29,-924.00,AUD,53.00.60V O.980D.151S.3R.LS 3030 3R852ZZ 5.2.63.42 29 Jan Transfer To Luke Leslie Host NetBank Drive Mate Website,,,none,
106267,2022-01-31,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_L2nXuXmc,,,none,
106268,2022-01-31,40.00,AUD,Direct Credit 507141 Drivemate Drivemate_L2nX1VZp,,,none,
106269,2022-01-31,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_L2nXS9az,,,none,
106270,2022-02-01,241.57,AUD,Direct Credit 507141 dmec22Matthew dmec22Mat_L4EJxFVh,,,none,
106271,2022-02-01,551.06,AUD,Direct Credit 507141 Dmcc00Ibrahim Dmcc00Ibr_L4EhfRZS,,,none,
106272,2022-02-02,250.00,AUD,Transfer from NetBank DM transfer 291221,,,none,
106273,2022-02-02,40.00,AUD,Transfer from NetBank DM transfer 201221,,,none,
106274,2022-02-02,35.92,AUD,Transfer from NetBank DM transfer 171221,,,none,
106275,2022-02-02,30.00,AUD,Direct Credit 507141 Drivemate Drivemate_L4JRR7Ga,,,none,
106276,2022-02-02,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_L4JRipLR,,,none,
106277,2022-02-03,-1547.59,AUD,Hotel at Booking.com Amsterdam NL Card xx0338 SGD 1460.75 Value Date: 01/02/2022,,,none,
106278,2022-02-03,-46.43,AUD,International Transaction Fee Value Date: 01/02/2022,,,none,
106279,2022-02-03,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_L4ff23yi,,,none,
106280,2022-02-04,-793.17,AUD,FLYSCOOT.COM0000000W8Y32Z SINGAPORE SG Card xx0338 SGD 753.67 Value Date: 01/02/2022,SCOOT,439,L1/L2,6400
106281,2022-02-04,-23.80,AUD,International Transaction Fee Value Date: 01/02/2022,,,none,
106282,2022-02-04,-400.00,AUD,Transfer To Auto key locksmith pty ltd NetBank merc vito 2009 maruobra,Auto Tech Locksmiths,39,L3,5054
106283,2022-02-05,-110.00,AUD,WWW.DIGITALMATTER.COM SUBIACO AU Card xx0338 Value Date: 02/02/2022,Digital matter,65,L1/L2,5030
106284,2022-02-07,-275.00,AUD,Transfer To Street Smart Auto Group NetBank Invoice #000402 27 January 2...,Street Smart Auto Group,626,L1/L2,5032
106285,2022-02-07,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_L5nLmFjM,,,none,
106286,2022-02-07,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_L5Q7rJsj,,,none,
106287,2022-02-08,-19.24,AUD,WILSON PARKING AUSTRALIA PARRAMATTA AU Card xx0338 Value Date: 05/02/2022,Wilson Parking,643,L1/L2,5060
106288,2022-02-08,-8551.51,AUD,Transfer To Insuret Premium Account NetBank 4pm 30/11/2021 to 4pm 30/12/2...,Insuret,86,L1/L2,
106289,2022-02-09,-1.66,AUD,DidiChuxing DIDI MOBILITY Sydney AU Card xx0338 Value Date: 06/02/2022,Didi Mobility,385,L1/L2,6400
106290,2022-02-09,-26.18,AUD,53.00.60V O.980D.151S.3R.LS 3030 3R852ZZ 5.3.73.42 09 Feb DidiChuxing DIDI MOBILITY Sydney AU Card xx0338 Value Date: 06,Didi Mobility,385,L1/L2,6400
106291,2022-02-09,-27.02,AUD,DidiChuxing DIDI MOBILITY Sydney AU Card xx0338 Value Date: 06/02/2022,Didi Mobility,385,L1/L2,6400
106292,2022-02-09,-790.00,AUD,Transfer To ABC DEBT SERVICES PTY LTD NetBank Invoice Number INV-5877,,,none,
106293,2022-02-10,-56.00,AUD,THE BUTCHERS B G PL GRANVILLE AU Card xx0338 Value Date: 04/02/2022,,,none,
106294,2022-02-10,1.66,AUD,Return DidiChuxing DIDI MOBILITY Sydney Card xx0338 Value Date: 07/02/2022,Didi Mobility,385,L1/L2,6400
106295,2022-02-10,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_L7JF19RB,,,none,
106296,2022-02-11,-120.00,AUD,4CYTE PATHOLOGY PTY LT NORTH RYDE AU Card xx0338 Value Date: 10/02/2022,,,none,
106297,2022-02-11,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_L7fTtoX8,,,none,
106298,2022-02-11,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_L7fTrXgj,,,none,
106299,2022-02-12,-21.05,AUD,INFOTRACER.COM 8007911427 MA US Card xx0338 USD 14.95 Value Date: 09/02/2022,Infotracer.com,406,L1/L2,6700
106300,2022-02-12,-0.63,AUD,International Transaction Fee Value Date: 09/02/2022,,,none,
106301,2022-02-12,-18.05,AUD,POST GORDON LPO GO GORDON AU Card xx0338 Value Date: 09/02/2022,POST GORDON,321,L1/L2,5065
106302,2022-02-13,-21.00,AUD,TASTE OF THAI MASCOT AU Card xx0338,,,none,
106303,2022-02-14,-910.00,AUD,"Transfer To Ted NetBank for dylan CLS installation, G...",,,none,
106304,2022-02-14,4045.45,AUD,Direct Credit 509196 INSURET CLAIM 0921x2480,Insuret,86,L1/L2,
106305,2022-02-14,-162.01,AUD,Direct Debit 066429 Linkt Melbourne 758377260780,Linkt Melbourne,310,L1/L2,5020
106306,2022-02-15,-191.79,AUD,2CO.COM*GLOCKSOFT.COM 174 AMSTERDAM NL Card xx0338 AUD 191.79 Value Date: 11/02/2022,Glocksoft.com,396,L1/L2,6701
106307,2022-02-15,-5.75,AUD,International Transaction Fee Value Date: 11/02/2022,,,none,
106308,2022-02-15,-7250.00,AUD,Transfer To Dylan Vaughan NetBank for Toyota Corolla 2006,Toyota,633,L1/L2,5032
106309,2022-02-16,-174.50,AUD,"STONLY.COM 36, RUE CHAPT FR Card xx0338 USD 124.00 Value Date: 13/02/2022",Stonly,451,L1/L2,6701
106310,2022-02-16,-5.24,AUD,International Transaction Fee Value Date: 13/02/2022,,,none,
106311,2022-02-17,-130.74,AUD,2C2P*CHANGI SAFE TRAVE-EC SINGAPORE SG Card xx0338 SGD 125.00 Value Date: 14/02/2022,,,none,
106312,2022-02-17,-3.92,AUD,53.00.60V O.980D.151S.3R.LS 3030 3R852ZZ 5.3.73.42 17 Feb International Transaction Fee Value Date: 14/02/2022,,,none,
106313,2022-02-17,-7.32,AUD,STARBUCKS@CHINATOWN(CTP) SINGAPORE SG Card xx0338 SGD 7.00 Value Date: 14/02/2022,STARBUCKS,450,L1/L2,6401
106314,2022-02-17,-0.22,AUD,International Transaction Fee Value Date: 14/02/2022,,,none,
106315,2022-02-17,-24.00,AUD,GOCHI-SO SHOKUDO SINGAPORE SG Card xx0338 SGD 22.95 Value Date: 14/02/2022,,,none,
106316,2022-02-17,-0.72,AUD,International Transaction Fee Value Date: 14/02/2022,,,none,
106317,2022-02-18,-16.50,AUD,TECHCRUNCH EVELEIGH AU Card xx0338 Value Date: 15/02/2022,,,none,
106318,2022-02-18,-150.00,AUD,SQ *CLINICAL LABORATOR Clayton AU Card xx0338 Value Date: 15/02/2022,,,none,
106319,2022-02-19,-840.22,AUD,ADJUST GMBH BERLIN DE Card xx0338 USD 600.00 Value Date: 16/02/2022,Adjust,364,L1/L2,6701
106320,2022-02-19,-25.21,AUD,International Transaction Fee Value Date: 16/02/2022,,,none,
106321,2022-02-19,-517.00,AUD,Transfer to other Bank NetBank inv 834ZFI 17560,,,none,
106322,2022-02-21,40.00,AUD,Direct Credit 507141 Drivemate Drivemate_LAovbbtm,,,none,
106323,2022-02-22,-53.11,AUD,DidiChuxing DidiAU pendin Sydney AU Card xx0338 Value Date: 17/02/2022,Didi Mobility,385,L1/L2,6400
106324,2022-02-23,-82.37,AUD,LEMLIST PARIS FR Card xx0338 USD 59.00 Value Date: 20/02/2022,Lemlist,410,L1/L2,6700
106325,2022-02-23,-2.47,AUD,International Transaction Fee Value Date: 20/02/2022,,,none,
106326,2022-02-23,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_LCABcTJp,,,none,
106327,2022-02-25,-13.07,AUD,SUPERBLOG.AI PAMUR IN Card xx0338 INR 700.00 Value Date: 22/02/2022,Superblog,452,L3,6701
106328,2022-02-25,-0.39,AUD,International Transaction Fee Value Date: 22/02/2022,,,none,
106329,2022-02-25,15.16,AUD,Direct Credit 507141 dmtollfordec dmtollfor_LD6NdRWY,,,none,
106330,2022-02-25,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_LCud8B3s,,,none,
106331,2022-02-28,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_LDHrurzE,,,none,
106332,2022-03-01,-10.96,AUD,DIDI MOBILITY AUS Sydney AU Card xx0338 Value Date: 26/02/2022,Didi Mobility,385,L1/L2,6400
106333,2022-03-01,-7333.33,AUD,Transfer To JAMES STANLEY ALEXANDER NetBank Feb'22 salary,James Stanley,552,L1/L2,6000
106334,2022-03-01,-3482.78,AUD,53.00.60V O.980D.151S.3R.LS 3030 3R852ZZ 5.4.83.42 02 Mar Transfer To Chih-Yen Lin NetBank Feb'22 pay,Chih-Yen Lin,512,L1/L2,6014
106335,2022-03-02,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_LEmmaUcT,,,none,
106336,2022-03-02,-1034.00,AUD,Transfer To ABC DEBT SERVICES PTY LTD NetBank INV-5927 Repossession of Vehi...,,,none,
106337,2022-03-02,-159.80,AUD,Transfer To Wow Wash NetBank INV-400155 for Dan Lau Value Date: 03/03/2022,,,none,
106338,2022-03-04,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_LFXDZkfX,,,none,
106339,2022-03-04,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_LFXDxApF,,,none,
106340,2022-03-08,-110.00,AUD,WWW.DIGITALMATTER.COM SUBIACO AU Card xx0338 Value Date: 03/03/2022,Digital matter,65,L1/L2,5030
106341,2022-03-09,-8551.51,AUD,Transfer To Insuret Premium Account NetBank FLE21030780A/03/01 4pm 28/02/...,Insuret,86,L1/L2,
106342,2022-03-12,-20.64,AUD,INFOTRACER.COM 8007911427 MA US Card xx0338 USD 14.95 Value Date: 09/03/2022,Infotracer.com,406,L1/L2,6700
106343,2022-03-12,-0.62,AUD,International Transaction Fee Value Date: 09/03/2022,,,none,
106344,2022-03-12,-143.00,AUD,Transfer To Tourism Integration NetBank TourismInt013653,,,none,
106345,2022-03-14,250.00,AUD,Direct Credit 507141 Drivemate Drivemate_LJuFzPs1,,,none,
